filename,width,height,class,xmin,ymin,xmax,ymax
2024-02-05-21-00-03_jpg.rf.5f618a03ca93cd28320832c260ce222b.jpg,1920,1080,cow,0,330,343,930
2024-01-16-10-25-04_jpg.rf.5f6fc81cccd204062368d893a60c7f50.jpg,1920,1080,cow,666,98,1183,885

2024-01-12-13-20-04_jpg.rf.60345e687bb1c02e700f72ba4fc454e1.jpg,1920,1080,cow,350,101,858,875
2024-01-12-13-20-04_jpg.rf.60345e687bb1c02e700f72ba4fc454e1.jpg,1920,1080,cow,0,300,363,1080

2024-02-09-10-10-03_jpg.rf.605bffa6c58fe853383378f80f6e4da6.jpg,1920,1080,cow,382,270,846,873
2024-02-06-14-35-03_jpg.rf.604564a57ff05592595cd05e36a391c3.jpg,1920,1080,cow,335,130,770,902
2024-01-16-23-15-05_jpg.rf.604bc3906250deab4df396a877694398.jpg,1920,1080,cow,324,189,873,885
2024-01-16-23-15-05_jpg.rf.604bc3906250deab4df396a877694398.jpg,1920,1080,cow,1220,170,1663,923

2024-01-22-00-40-05_jpg.rf.60178fc61ed3b047ab7a6274797f6fc0.jpg,1920,1080,cow,360,113,905,906
2024-01-22-00-40-05_jpg.rf.60178fc61ed3b047ab7a6274797f6fc0.jpg,1920,1080,cow,0,320,347,930
2024-01-11-22-00-04_jpg.rf.607a6c48cf406b821e4eca1ccd14622f.jpg,1920,1080,cow,301,152,894,819

2024-01-16-05-45-05_jpg.rf.604ac2dbc3da868226f07206ebbecce9.jpg,1920,1080,cow,688,116,1157,864
2024-01-11-17-45-04_jpg.rf.5fabaa83ccce06a81375c86cdeedb504.jpg,1920,1080,cow,734,278,1197,835
2024-01-21-22-55-05_jpg.rf.60c5cadd1331df386f195454d1b4f421.jpg,1920,1080,cow,729,223,1188,882
2024-01-21-22-55-05_jpg.rf.60c5cadd1331df386f195454d1b4f421.jpg,1920,1080,cow,360,135,734,924
2024-01-22-08-35-05_jpg.rf.60d231e874ec9c56939317c89a612e1f.jpg,1920,1080,cow,664,394,973,1075
2024-01-23-05-25-05_jpg.rf.60d675d479eab9e4f99aa829c4e1de79.jpg,1920,1080,cow,699,221,1182,847
2024-01-23-05-25-05_jpg.rf.60d675d479eab9e4f99aa829c4e1de79.jpg,1920,1080,cow,300,133,750,890


2024-01-23-03-45-04_jpg.rf.6127f765521448ada673f6fc53ee5e13.jpg,1920,1080,cow,656,98,1145,828
2024-01-24-20-55-04_jpg.rf.6117e4c6e4f801eb9362ecbb4c1fcceb.jpg,1920,1080,cow,332,53,879,829
2024-01-24-11-20-05_jpg.rf.614837eabe5d01248e088ff8caad0e4a.jpg,1920,1080,cow,648,187,1174,848
2024-02-07-21-50-03_jpg.rf.610343ee6fd712e9570707e99e12830e.jpg,1920,1080,cow,358,106,749,849
2024-01-16-10-55-04_jpg.rf.610bdd60ea1f4f27b0702924918360c4.jpg,1920,1080,cow,346,150,893,868
2024-02-07-16-25-03_jpg.rf.616afd9c8df1d4085c70968710f9bb4e.jpg,1920,1080,cow,353,104,957,854
2024-02-07-18-00-03_jpg.rf.616386eb15ef1fac3bcb009dd9ac6bfc.jpg,1920,1080,cow,282,3,823,811

2024-02-04-14-05-03_jpg.rf.61751d453e6705de61176d9ada72060f.jpg,1920,1080,cow,348,136,866,931
2024-01-12-14-30-04_jpg.rf.61dbcbe3746f36338ef7e3bd45915ecd.jpg,1920,1080,cow,746,193,1187,855
2024-01-12-14-30-04_jpg.rf.61dbcbe3746f36338ef7e3bd45915ecd.jpg,1920,1080,cow,329,127,754,877




2024-01-31-18-55-04_jpg.rf.6214060d394eff0012eb911848292c96.jpg,1920,1080,cow,338,133,762,847


2024-01-25-11-15-05_jpg.rf.624bbbf8c6e1287ea93f4d168758b972.jpg,1920,1080,cow,729,163,1167,865

2024-01-17-06-25-04_jpg.rf.627d8257265f9eadc8591d53d96eb1ca.jpg,1920,1080,cow,332,134,830,897
2024-01-12-18-05-04_jpg.rf.61a4dfe29910c3e7db7a1fe32b73e5a0.jpg,1920,1080,cow,677,256,1136,800
2024-02-08-15-40-03_jpg.rf.626bd235eee9ceb38dadfd353c72f35b.jpg,1920,1080,cow,6,216,334,830
2024-01-21-22-00-05_jpg.rf.621a1b3fc2acdd74daf879bad7b3a3cd.jpg,1920,1080,cow,678,218,1175,903


2024-01-22-22-10-04_jpg.rf.62ca00bca80d770c0f74f6eabb369344.jpg,1920,1080,cow,4,145,349,868



2024-02-09-14-45-03_jpg.rf.62d2807c9e250ec3da2581853048f6b9.jpg,1920,1080,cow,721,89,1166,882
2024-02-09-14-45-03_jpg.rf.62d2807c9e250ec3da2581853048f6b9.jpg,1920,1080,cow,333,0,740,867
2024-02-09-14-45-03_jpg.rf.62d2807c9e250ec3da2581853048f6b9.jpg,1920,1080,cow,0,223,337,893
2024-01-24-13-45-05_jpg.rf.630faccefa5b5d8f428e4245d8a41701.jpg,1920,1080,cow,683,125,1135,876
2024-01-24-13-45-05_jpg.rf.630faccefa5b5d8f428e4245d8a41701.jpg,1920,1080,cow,373,243,803,923
2024-01-31-02-50-05_jpg.rf.62d13cb56de5c63cbfe8aba53f122e2e.jpg,1920,1080,cow,345,234,784,895
2024-01-31-02-50-05_jpg.rf.62d13cb56de5c63cbfe8aba53f122e2e.jpg,1920,1080,cow,1145,112,1646,885
2024-01-16-11-10-05_jpg.rf.63060bbd87c918f35e0f272e587cceed.jpg,1920,1080,cow,328,85,918,866
2024-02-07-17-20-03_jpg.rf.632df5e8e397572040ea6f480955f918.jpg,1920,1080,cow,290,5,778,808
2024-01-25-16-10-04_jpg.rf.62cbbc4820dad25d1f90378e4a19f6b4.jpg,1920,1080,cow,622,176,1155,882
2024-02-05-23-50-03_jpg.rf.62cdd4abf0dbaee12bb248acf333596e.jpg,1920,1080,cow,156,173,660,1071
2024-02-05-23-30-03_jpg.rf.636dffebb40ef3dec2a18d28ae669bc2.jpg,1920,1080,cow,319,123,911,896

2024-02-04-15-55-03_jpg.rf.6302c949eabe07b7df84576a6668161b.jpg,1920,1080,cow,281,4,822,794
2024-02-09-15-05-04_jpg.rf.633ec3c550db314536b96798da5a1a24.jpg,1920,1080,cow,713,77,1177,882
2024-02-09-15-05-04_jpg.rf.633ec3c550db314536b96798da5a1a24.jpg,1920,1080,cow,307,33,737,863
2024-02-09-15-05-04_jpg.rf.633ec3c550db314536b96798da5a1a24.jpg,1920,1080,cow,3,20,317,903
2024-02-08-23-30-03_jpg.rf.62bcae64c02fb2fdfacadac3a00ad179.jpg,1920,1080,cow,1257,64,1637,853
2024-02-08-23-30-03_jpg.rf.62bcae64c02fb2fdfacadac3a00ad179.jpg,1920,1080,cow,642,159,1179,815
2024-01-31-20-50-04_jpg.rf.635505e2380b0092c56fcf1b8124440f.jpg,1920,1080,cow,354,66,859,867
2024-01-22-09-00-04_jpg.rf.63497195aaa81d70c54bb863af0ae62b.jpg,1920,1080,cow,323,4,742,785
2024-01-22-00-00-04_jpg.rf.63502569d378fea46cc15b53344952b3.jpg,1920,1080,cow,354,107,910,902
2024-01-22-19-55-04_jpg.rf.6343af5774d557cf92799dc9257f5936.jpg,1920,1080,cow,708,222,1164,904
2024-01-22-19-55-04_jpg.rf.6343af5774d557cf92799dc9257f5936.jpg,1920,1080,cow,0,433,273,1080

2024-02-08-10-20-03_jpg.rf.63871b0f9741cbf37787093eb85e9add.jpg,1920,1080,cow,819,268,1179,1075

2024-01-12-17-00-05_jpg.rf.63d562a277b2380eb33c8348e40ae34f.jpg,1920,1080,cow,751,124,1118,810
2024-01-12-17-00-05_jpg.rf.63d562a277b2380eb33c8348e40ae34f.jpg,1920,1080,cow,240,583,696,1075
2024-01-12-17-00-05_jpg.rf.63d562a277b2380eb33c8348e40ae34f.jpg,1920,1080,cow,0,270,317,887
2024-01-21-21-35-05_jpg.rf.63d6112a19dfda9e2c9df642bf5e52e1.jpg,1920,1080,cow,679,269,1169,906
2024-01-15-17-15-05_jpg.rf.63910b1c753d122e6ccf542ac5d2f272.jpg,1920,1080,cow,365,146,796,883
2024-02-05-15-20-04_jpg.rf.63bfedd30ddbd0230dea56157741f131.jpg,1920,1080,cow,680,182,1184,794
2024-02-05-15-20-04_jpg.rf.63bfedd30ddbd0230dea56157741f131.jpg,1920,1080,cow,0,203,357,853


2024-01-23-05-00-05_jpg.rf.63768784c699c2e5ed882a7da02bcd83.jpg,1920,1080,cow,813,9,1169,823
2024-01-23-05-00-05_jpg.rf.63768784c699c2e5ed882a7da02bcd83.jpg,1920,1080,cow,329,155,760,877
2024-01-23-05-05-04_jpg.rf.63d1d73caca47d4a39b553efe1378546.jpg,1920,1080,cow,336,149,744,878
2024-01-23-05-05-04_jpg.rf.63d1d73caca47d4a39b553efe1378546.jpg,1920,1080,cow,745,197,1154,836
2024-01-17-00-45-04_jpg.rf.6479fc9d56c441b54df948800bc87aaf.jpg,1920,1080,cow,334,158,850,889
2024-01-31-06-15-04_jpg.rf.647a2239e4860e2d4ab3ce3ae6882814.jpg,1920,1080,cow,792,269,1198,931
2024-01-31-06-15-04_jpg.rf.647a2239e4860e2d4ab3ce3ae6882814.jpg,1920,1080,cow,357,200,797,920
2024-01-31-06-15-04_jpg.rf.647a2239e4860e2d4ab3ce3ae6882814.jpg,1920,1080,cow,0,130,363,920
2024-01-22-02-45-05_jpg.rf.641fc4db3415f8da659c7411447eecd4.jpg,1920,1080,cow,558,211,1158,794
2024-02-05-04-30-03_jpg.rf.65018a17a463920803101f6daf81a227.jpg,1920,1080,cow,695,253,1199,871
2024-01-24-20-05-05_jpg.rf.63d800fe9ed386c5bd965e48efc7ab00.jpg,1920,1080,cow,320,129,908,832
2024-01-23-09-20-05_jpg.rf.63df804b6f1529724fa11dbbee9f6683.jpg,1920,1080,cow,673,261,1195,872
2024-01-23-09-20-05_jpg.rf.63df804b6f1529724fa11dbbee9f6683.jpg,1920,1080,cow,7,327,367,850
2024-02-08-22-20-03_jpg.rf.64c7d1298b30287331c9471fecf8507b.jpg,1920,1080,cow,674,130,1168,847

2024-01-23-04-20-04_jpg.rf.65497fc1d0077194c80db057153af34e.jpg,1920,1080,cow,325,106,722,873
2024-01-23-04-20-04_jpg.rf.65497fc1d0077194c80db057153af34e.jpg,1920,1080,cow,688,59,1233,834
2024-02-07-19-40-03_jpg.rf.64b5c81e685242630e828f3abee07692.jpg,1920,1080,cow,330,96,932,896
2024-01-22-06-20-04_jpg.rf.63ae643b1dd91187d69201cbb606364c.jpg,1920,1080,cow,683,166,1177,846
2024-01-22-06-20-04_jpg.rf.63ae643b1dd91187d69201cbb606364c.jpg,1920,1080,cow,0,260,333,830
2024-01-12-02-05-05_jpg.rf.650ca23258198ae3a812d04c1662f89f.jpg,1920,1080,cow,345,173,804,820
2024-02-05-18-35-03_jpg.rf.63a2621c312e643923941814a44441dc.jpg,1920,1080,cow,610,270,1190,824
2024-02-08-14-50-04_jpg.rf.63ce40b8818db3fdd81746fe4cc683b4.jpg,1920,1080,cow,756,269,1129,883
2024-02-08-14-50-04_jpg.rf.63ce40b8818db3fdd81746fe4cc683b4.jpg,1920,1080,cow,0,183,340,817



2024-02-08-23-20-03_jpg.rf.65ea428b550237547e47cb0de87ff0c8.jpg,1920,1080,cow,636,111,1183,851
2024-02-08-23-20-03_jpg.rf.65ea428b550237547e47cb0de87ff0c8.jpg,1920,1080,cow,1263,133,1603,863
2024-01-24-20-15-04_jpg.rf.65f6abf55c20471df82eafbde12e967c.jpg,1920,1080,cow,337,94,899,829
2024-01-15-23-30-05_jpg.rf.6597f9aebcc581ba0c52a8578627de74.jpg,1920,1080,cow,704,75,1200,812
2024-01-15-23-30-05_jpg.rf.6597f9aebcc581ba0c52a8578627de74.jpg,1920,1080,cow,377,197,780,930
2024-01-15-23-30-05_jpg.rf.6597f9aebcc581ba0c52a8578627de74.jpg,1920,1080,cow,10,120,363,920
2024-02-03-21-55-04_jpg.rf.661069792d46062184acfaaa3936d33a.jpg,1920,1080,cow,697,182,1142,873
2024-01-30-21-15-05_jpg.rf.65ad5ebfe1dad5a2ecda7ec9c0584fac.jpg,1920,1080,cow,682,196,1181,884
2024-01-30-21-15-05_jpg.rf.65ad5ebfe1dad5a2ecda7ec9c0584fac.jpg,1920,1080,cow,0,307,313,1080


2024-01-24-14-45-04_jpg.rf.6651bcf91c7476323257b710acb3b864.jpg,1920,1080,cow,626,4,1181,881
2024-01-24-14-45-04_jpg.rf.6651bcf91c7476323257b710acb3b864.jpg,1920,1080,cow,0,260,320,923
2024-01-16-15-30-04_jpg.rf.66bd0960bc338a7e2d5db09a3df786d7.jpg,1920,1080,cow,716,124,1158,850
2024-01-11-19-50-04_jpg.rf.66550e28c8503d79251595edc86ac8d5.jpg,1920,1080,cow,3,277,340,916
2024-01-22-19-40-04_jpg.rf.66fe75af1cbcbf9c230d281f96c59ab5.jpg,1920,1080,cow,777,179,1159,900
2024-01-22-19-40-04_jpg.rf.66fe75af1cbcbf9c230d281f96c59ab5.jpg,1920,1080,cow,0,160,357,840
2024-01-22-07-55-04_jpg.rf.66b7c2053e7a6690ea742ce38db52998.jpg,1920,1080,cow,858,436,1228,1075
2024-02-08-06-15-03_jpg.rf.663d75601d3d86197346d5de21c98696.jpg,1920,1080,cow,612,53,1177,895
2024-02-01-00-50-04_jpg.rf.661767e5bb90e4f344864e585aab7076.jpg,1920,1080,cow,789,121,1215,924
2024-02-01-00-50-04_jpg.rf.661767e5bb90e4f344864e585aab7076.jpg,1920,1080,cow,323,127,760,903
2024-01-11-17-50-04_jpg.rf.66c887bb09c3fb612757b035be3ca722.jpg,1920,1080,cow,745,172,1192,833
2024-02-09-13-20-03_jpg.rf.66553e49e89ed9364153a1eaddc41fd6.jpg,1920,1080,cow,320,84,834,919
2024-01-21-20-10-05_jpg.rf.661c206e143c4ee05cfd778f2ad0822f.jpg,1920,1080,cow,798,55,1224,844
2024-01-21-20-10-05_jpg.rf.661c206e143c4ee05cfd778f2ad0822f.jpg,1920,1080,cow,7,183,360,923


2024-02-09-20-25-03_jpg.rf.665cd9a12af6b6f1cdc554e6e842e7ba.jpg,1920,1080,cow,383,248,914,825
2024-01-15-17-10-05_jpg.rf.66fd38e4c4882bded1036a417fa49ffa.jpg,1920,1080,cow,293,197,1017,880
2024-01-30-14-30-04_jpg.rf.656c23ca72d8994dd99af9efd771332a.jpg,1920,1080,cow,331,111,861,902


2024-02-04-05-35-05_jpg.rf.672a23acf0409d77dc7c7808b17e5eb4.jpg,1920,1080,cow,369,182,796,883
2024-02-04-04-45-05_jpg.rf.67db35f544f658bc67f00561f87db5f1.jpg,1920,1080,cow,342,157,739,862
2024-01-30-22-35-04_jpg.rf.6787f086816357d78a9302e18e542d8e.jpg,1920,1080,cow,178,270,622,1073

2024-01-11-20-20-05_jpg.rf.67d37ede0847467d3f78b10936f11bbd.jpg,1920,1080,cow,3,301,336,910
2024-02-07-22-50-03_jpg.rf.67c49318ef8a921d4fd531e578689111.jpg,1920,1080,cow,365,98,812,867
2024-02-07-22-50-03_jpg.rf.67c49318ef8a921d4fd531e578689111.jpg,1920,1080,cow,0,323,357,1080
2024-02-08-14-10-03_jpg.rf.67725a18a14d0b3edb18a111de0c549d.jpg,1920,1080,cow,693,48,1155,888
2024-01-21-19-25-04_jpg.rf.6869a3e39b74a0c27279a41a0e73441d.jpg,1920,1080,cow,354,18,749,830
2024-01-21-19-25-04_jpg.rf.6869a3e39b74a0c27279a41a0e73441d.jpg,1920,1080,cow,757,107,1187,883
2024-01-21-19-25-04_jpg.rf.6869a3e39b74a0c27279a41a0e73441d.jpg,1920,1080,cow,0,237,337,940
2024-02-03-13-35-04_jpg.rf.6850b10a01e2f43b7e79707150973396.jpg,1920,1080,cow,3,343,331,843

2024-02-07-03-50-03_jpg.rf.688249f7ad001dc782f4224aa547d993.jpg,1920,1080,cow,321,63,910,828
2024-02-07-03-50-03_jpg.rf.688249f7ad001dc782f4224aa547d993.jpg,1920,1080,cow,0,333,320,940
2024-01-21-20-25-05_jpg.rf.67eda3bd5c524edd1fde8c0083d91c60.jpg,1920,1080,cow,790,91,1220,848
2024-01-21-20-25-05_jpg.rf.67eda3bd5c524edd1fde8c0083d91c60.jpg,1920,1080,cow,313,66,754,865
2024-01-21-20-25-05_jpg.rf.67eda3bd5c524edd1fde8c0083d91c60.jpg,1920,1080,cow,10,133,303,983
2024-01-23-03-10-04_jpg.rf.6854498cfc16937f799f42ba27b3ff1b.jpg,1920,1080,cow,730,79,1124,824
2024-01-31-20-00-04_jpg.rf.67e0736b9d51a666695cdf8f1afef13e.jpg,1920,1080,cow,315,239,693,1073
2024-01-25-16-40-04_jpg.rf.6878220758922f325ffa1fe0292f2490.jpg,1920,1080,cow,743,139,1132,1075
2024-01-16-01-05-04_jpg.rf.684be09f2ee684954f357dd4d9520404.jpg,1920,1080,cow,271,627,697,1073
2024-01-16-01-05-04_jpg.rf.684be09f2ee684954f357dd4d9520404.jpg,1920,1080,cow,575,191,1164,801
2024-01-16-01-05-04_jpg.rf.684be09f2ee684954f357dd4d9520404.jpg,1920,1080,cow,0,0,373,890

2024-02-04-02-45-04_jpg.rf.68379baa43ba38efe5547d51526afdbe.jpg,1920,1080,cow,695,81,1180,845
2024-02-07-05-55-03_jpg.rf.676dd2d09875d9aa24f06450fbb18376.jpg,1920,1080,cow,753,342,1261,1073

2024-02-03-21-00-04_jpg.rf.6892a089fd668046859f308bb9d78a8e.jpg,1920,1080,cow,169,220,733,1073
2024-02-03-21-00-04_jpg.rf.6892a089fd668046859f308bb9d78a8e.jpg,1920,1080,cow,0,337,287,860

2024-01-11-13-15-05_jpg.rf.6806dd9ecc24c228cb9e5b5f1f36c8ae.jpg,1920,1080,cow,330,144,805,848
2024-02-09-12-35-03_jpg.rf.685270fa6e91423aed05183df4eb843e.jpg,1920,1080,cow,309,95,786,929
2024-01-13-00-35-04_jpg.rf.68ac2038a390b24432b684d8c4651e84.jpg,1920,1080,cow,732,106,1234,938

2024-01-22-04-50-05_jpg.rf.696f9f635d6ea92a56560d84e0f41b6a.jpg,1920,1080,cow,722,261,1173,861
2024-02-03-22-15-04_jpg.rf.691b0acceefc3d301373f395038383d6.jpg,1920,1080,cow,697,164,1147,870
2024-01-25-08-20-05_jpg.rf.689c3ef50c1592d6f15812fd95910bb6.jpg,1920,1080,cow,691,145,1222,1075
2024-01-31-01-00-04_jpg.rf.690469a77f728499da211460e6171e6b.jpg,1920,1080,cow,780,331,1154,903




2024-02-08-06-20-03_jpg.rf.68ee1b55aa20d04d4df2cdcb161148cd.jpg,1920,1080,cow,862,190,1150,1071

2024-02-07-13-05-03_jpg.rf.69093046d5a09a8f3c150712d2bc0a10.jpg,1920,1080,cow,349,150,833,907
2024-01-24-10-00-05_jpg.rf.694c75cd23abdd589719e9147b113c74.jpg,1920,1080,cow,674,119,1154,832
2024-01-24-10-00-05_jpg.rf.694c75cd23abdd589719e9147b113c74.jpg,1920,1080,cow,3,160,330,873
2024-02-08-21-55-03_jpg.rf.69c4b5927d280ba4dffabf9f7c9c9cd8.jpg,1920,1080,cow,627,204,1175,841
2024-02-09-17-05-03_jpg.rf.6942f05e0717196553d3e1c7fc735368.jpg,1920,1080,cow,272,5,815,800



2024-02-07-21-30-03_jpg.rf.69821a67f4d07d42cf713301bcb7a72a.jpg,1920,1080,cow,355,110,748,849
2024-01-24-20-30-05_jpg.rf.68add36f455310f19838632e61cdd1f7.jpg,1920,1080,cow,322,107,881,830


2024-01-23-09-25-04_jpg.rf.6a180bb5fc26cd6ddf420573c1f5c767.jpg,1920,1080,cow,683,204,1186,874
2024-01-23-09-25-04_jpg.rf.6a180bb5fc26cd6ddf420573c1f5c767.jpg,1920,1080,cow,0,323,373,850

2024-01-16-10-20-05_jpg.rf.6982e629ee736e3d6397e218dbd5e64f.jpg,1920,1080,cow,692,47,1169,884
2024-01-31-05-05-05_jpg.rf.6ae9f70b14eff524ec07244294f658f2.jpg,1920,1080,cow,1103,235,1716,1073
2024-01-31-05-05-05_jpg.rf.6ae9f70b14eff524ec07244294f658f2.jpg,1920,1080,cow,380,218,877,901

2024-02-05-11-25-03_jpg.rf.6a72de6fc4c71bbfcd060cdade7ee245.jpg,1920,1080,cow,291,153,909,816


2024-02-04-13-15-03_jpg.rf.6b1448340cd2c3bba611f6b528ea69bc.jpg,1920,1080,cow,349,175,775,840

2024-02-05-01-45-03_jpg.rf.6aef7f0e1e08e9f37644d73751f1837c.jpg,1920,1080,cow,782,296,1202,855
2024-02-05-01-45-03_jpg.rf.6aef7f0e1e08e9f37644d73751f1837c.jpg,1920,1080,cow,353,123,770,883



2024-01-22-19-45-04_jpg.rf.6a8ed4a18a03eca91fb5839ed6426aef.jpg,1920,1080,cow,753,182,1176,905
2024-01-22-19-45-04_jpg.rf.6a8ed4a18a03eca91fb5839ed6426aef.jpg,1920,1080,cow,0,153,340,843
2024-02-09-23-30-03_jpg.rf.6b1eee1dbdbf980c96582d7b96a4ed14.jpg,1920,1080,cow,363,87,822,856
2024-02-09-23-30-03_jpg.rf.6b1eee1dbdbf980c96582d7b96a4ed14.jpg,1920,1080,cow,0,320,370,857

2024-01-22-06-15-04_jpg.rf.6b1d724a40a52a3c3940426bc725acea.jpg,1920,1080,cow,717,234,1187,846
2024-01-22-06-15-04_jpg.rf.6b1d724a40a52a3c3940426bc725acea.jpg,1920,1080,cow,0,250,340,843





2024-02-04-16-35-03_jpg.rf.6b2d55213b4e792e2be9c6c17f55fa23.jpg,1920,1080,cow,305,6,892,746
2024-02-05-08-10-03_jpg.rf.6bc49e2e0d8def5faa853d18272f8a1c.jpg,1920,1080,cow,800,40,1195,906
2024-02-05-02-00-03_jpg.rf.6b983803e0ed083ebe1838dd814ff594.jpg,1920,1080,cow,734,270,1203,854
2024-02-05-02-00-03_jpg.rf.6b983803e0ed083ebe1838dd814ff594.jpg,1920,1080,cow,367,243,743,853
2024-02-05-02-00-03_jpg.rf.6b983803e0ed083ebe1838dd814ff594.jpg,1920,1080,cow,7,263,370,863
2024-01-12-20-40-04_jpg.rf.6bbd1349248acd1673af84e51ee20ee1.jpg,1920,1080,cow,267,10,867,930
2024-01-12-20-40-04_jpg.rf.6bbd1349248acd1673af84e51ee20ee1.jpg,1920,1080,cow,0,123,290,890
2024-01-25-05-45-04_jpg.rf.6a9af354dc47e14de009e79446b610a4.jpg,1920,1080,cow,635,214,1136,818
2024-01-25-05-45-04_jpg.rf.6a9af354dc47e14de009e79446b610a4.jpg,1920,1080,cow,0,330,360,887
2024-02-05-16-15-03_jpg.rf.6af3d4af334d5a86a42ddce388258ceb.jpg,1920,1080,cow,644,102,1200,789
2024-02-05-16-15-03_jpg.rf.6af3d4af334d5a86a42ddce388258ceb.jpg,1920,1080,cow,0,207,380,867
2024-01-25-06-05-04_jpg.rf.6c00c1b61a65043e7596ec4e6c1b8c22.jpg,1920,1080,cow,665,445,1074,1073
2024-01-25-06-05-04_jpg.rf.6c00c1b61a65043e7596ec4e6c1b8c22.jpg,1920,1080,cow,0,243,340,877
2024-02-04-13-45-03_jpg.rf.6be1c3680c707f8e7dcf7fe782d07faa.jpg,1920,1080,cow,337,164,873,928
2024-01-30-12-20-04_jpg.rf.6bcabcaeb9d1b073f89b969a9910a6da.jpg,1920,1080,cow,702,213,1160,824
2024-01-30-12-20-04_jpg.rf.6bcabcaeb9d1b073f89b969a9910a6da.jpg,1920,1080,cow,360,100,773,850
2024-01-30-12-20-04_jpg.rf.6bcabcaeb9d1b073f89b969a9910a6da.jpg,1920,1080,cow,0,160,393,877
2024-01-16-23-00-05_jpg.rf.6be297e4034c892bbb61491696650549.jpg,1920,1080,cow,339,172,872,875
2024-01-16-23-00-05_jpg.rf.6be297e4034c892bbb61491696650549.jpg,1920,1080,cow,1162,317,1603,887
2024-02-07-15-10-04_jpg.rf.6c7603da9e497ffcf9907ade267b4519.jpg,1920,1080,cow,363,96,795,831

2024-01-11-13-20-04_jpg.rf.6c7ade6f94df5a50d5d803c55be64d18.jpg,1920,1080,cow,353,133,765,849
2024-01-11-16-05-04_jpg.rf.6c884206c1b2ab59aad6fdab396881f8.jpg,1920,1080,cow,345,165,777,919
2024-01-11-16-05-04_jpg.rf.6c884206c1b2ab59aad6fdab396881f8.jpg,1920,1080,cow,0,67,347,863
2024-01-12-03-30-04_jpg.rf.6cb75f4fb401296399c8755d264cc72b.jpg,1920,1080,cow,340,171,766,907
2024-01-12-03-30-04_jpg.rf.6cb75f4fb401296399c8755d264cc72b.jpg,1920,1080,cow,1257,186,1638,863
2024-01-12-03-30-04_jpg.rf.6cb75f4fb401296399c8755d264cc72b.jpg,1920,1080,cow,777,163,1163,920
2024-02-05-13-25-03_jpg.rf.6cabb69aa1f96e6bed3408a9a4c8d96c.jpg,1920,1080,cow,362,93,793,826

2024-02-09-19-55-03_jpg.rf.6bf094d1c0129ea9467ee95d282b45ff.jpg,1920,1080,cow,370,271,814,822
2024-02-07-16-50-03_jpg.rf.6bd4fb2aa993a2eec2b534bce6bff9fb.jpg,1920,1080,cow,362,96,801,822
2024-01-12-13-00-05_jpg.rf.6c4ddf180eb96c4d1f8476021576b358.jpg,1920,1080,cow,205,331,752,1074


2024-02-05-23-45-03_jpg.rf.6ce166040d4410146cf389e1133d2a1e.jpg,1920,1080,cow,374,69,844,895
2024-01-25-13-15-05_jpg.rf.6cc2cc67e652867dc0efa2a9331cee05.jpg,1920,1080,cow,789,499,1187,1075



2024-02-07-15-25-03_jpg.rf.6cfa627251a380d7dbcefbdf0a99fe38.jpg,1920,1080,cow,369,61,793,834
2024-02-07-15-45-03_jpg.rf.6cd94dac9ee19e78294e3c6dacd965c2.jpg,1920,1080,cow,384,79,831,835
